log_name,HOMO,LUMO,μ,η,ω,polar_iso(au),polar_aniso(au),dipole(Debye),volume(Bohr_radius³/mol),SASA_surface_area(Å²),SASA_volume(Å³),SASA_sphericity,NMR_isotropic_shielding_Pt,NMR_isotropic_shielding_N1,NMR_isotropic_shielding_N2,distance_Pt_N1(Å),distance_Pt_N2(Å),angle_N1_Pt_N2(°),%Vbur_Pt_2.0Å,%Vbur_N1_2.0Å,%Vbur_N2_2.0Å,%Vbur_Pt_2.5Å,%Vbur_N1_2.5Å,%Vbur_N2_2.5Å,%Vbur_Pt_3.0Å,%Vbur_N1_3.0Å,%Vbur_N2_3.0Å,%Vbur_Pt_3.5Å,%Vbur_N1_3.5Å,%Vbur_N2_3.5Å,%Vbur_Pt_4.0Å,%Vbur_N1_4.0Å,%Vbur_N2_4.0Å,Sterimol_L_Pt_N1(Å)_morfeus,Sterimol_B1_Pt_N1(Å)_morfeus,Sterimol_B5_Pt_N1(Å)_morfeus,Sterimol_L_Pt_N2(Å)_morfeus,Sterimol_B1_Pt_N2(Å)_morfeus,Sterimol_B5_Pt_N2(Å)_morfeus,Buried_Sterimol_L_Pt_N1_5.0(Å),Buried_Sterimol_B1_Pt_N1_5.0(Å),Buried_Sterimol_B5_Pt_N1_5.0(Å),Buried_Sterimol_L_Pt_N2_5.0(Å),Buried_Sterimol_B1_Pt_N2_5.0(Å),Buried_Sterimol_B5_Pt_N2_5.0(Å),Sterimol_B1_Pt_N1(Å)_dbstep,Sterimol_B5_Pt_N1(Å)_dbstep,Sterimol_L_Pt_N1(Å)_dbstep,Sterimol_B1_Pt_N2(Å)_dbstep,Sterimol_B5_Pt_N2(Å)_dbstep,Sterimol_L_Pt_N2(Å)_dbstep,Sterimol_Bmin_Pt_N1_0.0Å(Å),Sterimol_Bmax_Pt_N1_0.0Å(Å),Sterimol_Bmin_Pt_N1_1.0Å(Å),Sterimol_Bmax_Pt_N1_1.0Å(Å),Sterimol_Bmin_Pt_N2_0.0Å(Å),Sterimol_Bmax_Pt_N2_0.0Å(Å),Sterimol_Bmin_Pt_N2_1.0Å(Å),Sterimol_Bmax_Pt_N2_1.0Å(Å),Hirsh_charge_Pt,Hirsh_CM5_charge_Pt,Hirsh_atom_dipole_Pt,Hirsh_charge_N1,Hirsh_CM5_charge_N1,Hirsh_atom_dipole_N1,Hirsh_charge_N2,Hirsh_CM5_charge_N2,Hirsh_atom_dipole_N2,G(T)_spc(Hartree)
oxaliplatin-conf_2,-0.20342,-0.0439,-0.12366,0.15952,0.04793,147.756,90.0193,18.0437,1698.885,410.865113360892,637.929812562472,0.872234894052125,37.533,37.5267,139.2933,1.5652,5.75841,75.143,93.8081095041322,93.827479338843,99.1703254132231,80.7771194165907,80.7266571168121,92.4550722750358,64.3949269964243,64.3902711561383,83.2771528605483,50.3360277674245,50.3232156168468,72.7369083115915,39.9416547700329,39.930792626156,60.3322264291478,4.46843096201464,1.7,9.41026232419925,9.6028912754876,2.61735878448726,4.51265834974707,4.46843096201464,1.7,7.28853186211396,7.85840716548349,2.38179137011578,3.91259386485598,1.69189220591034,9.37616659408311,4.05,2.60259084296606,4.49444101084885,9.15,1.69189220591034,9.37616659408311,1.69161927208657,9.30859817588019,1.69046105658291,3.90800460593383,1.67870010861628,3.83275357934736,0.155972,0.216154,0.219639647436432,0.155956,0.216156,0.219638095306802,0.031184,0.015327,0.0520251639497657,-843.031605
oxaliplatin-conf_3,-0.20372,-0.04869,-0.126205,0.15503,0.05137,146.752,79.2582,17.652,2191.052,408.115170642334,634.82171675681,0.875257624043097,37.4635,37.3162,135.8751,1.56531,5.83058,75.232,93.8081095041322,93.8081095041322,99.0670196280992,80.7706081521031,80.7820028649564,91.5467508790207,64.3828218116806,64.3688542908224,81.9288215137068,50.3546636228103,50.3150624301155,71.5279071934402,39.9637669914965,40.0956644528583,59.3643318229781,4.83988084723691,1.7,8.74348491718121,9.27040135214653,2.20418303382391,4.95139431159078,4.28172482186411,1.7,7.33798222694044,7.93058128084304,2.20418303382391,4.22952288203619,1.68253250321602,8.72983390449097,4.4,2.10114013244254,4.92442890089805,8.85,1.68253250321602,8.45931439302264,1.67917460481266,8.71966169068502,1.69038166418397,3.90160223497988,1.67870010861628,3.83307970175419,0.155818,0.216019,0.21954593217138,0.155663,0.21588,0.219422355433534,0.033696,0.016298,0.0553813286406168,-843.030367
oxaliplatin,-0.20317,-0.04415,-0.12366,0.15902,0.04808,148.254,88.824,18.0761,1337.762,411.245068062967,638.755366196818,0.872180681509054,37.551,37.5505,133.6381,1.56512,5.77118,75.006,93.8565340909091,93.8823605371901,99.1057592975207,80.7396796457872,80.7657247037375,92.2808959499935,64.3781659713945,64.4144815256257,83.1048867699642,50.3034150204995,50.3482575475214,72.3962215803205,39.9048010675936,39.9362236980945,59.7844640307864,4.46797787543279,1.7,9.19885429004807,9.47243754937896,2.59654227638071,4.73198692607779,4.46797787543279,1.7,7.30048268163056,7.8711809376911,2.36134042221152,3.91375486559522,1.69161927208657,9.18068624885961,4.05,2.57767514769123,4.72149340781071,9.05,1.69161927208657,9.13509715328743,1.69083105464544,9.13961158912128,1.67870010861629,3.90928382187838,1.67870010861629,3.84480168539289,0.155867,0.216067,0.21956182811682,0.155961,0.216164,0.219635859390037,0.031208,0.01528,0.0531632735918322,-843.041371
picoplatin-conf_1,-0.21766,-0.07536,-0.14651,0.1423,0.07542,144.629,73.3238,12.0141,1392.991,378.911037701181,578.850605813091,0.88645738568282,1098.0632,-6.7719,-118.8203,3.04887,2.33338,43.091,36.5605630165289,97.785382231405,81.1660640495868,36.2628597473629,92.4192603203542,80.0153014715458,35.8546260429082,85.3732121573302,76.1360250297974,34.8548732761834,76.4553438315319,69.1366939992546,33.3297126187077,65.8082986779219,58.77079324685,6.90739606758831,3.08378536378742,5.1733663333451,6.40723850277322,2.45839700526739,7.0433052478492,6.84444852478757,3.08378536378742,5.1733663333451,6.40723850277322,2.45839700526739,6.55685417106282,3.07102929596299,5.1618795026618,6.45,2.45697736888466,7.02566722810012,6,1.7,5.1618795026618,1.73241161390704,5.1618795026618,1.74040287545174,6.62287701833576,2.33938518450734,7.02566722810012,-0.323933,-0.363875,0.368860586934956,-0.046675,-0.32047,0.326693742122496,0.119946,0.38014,0.399236262685393,-1384.04772
picoplatin-conf_2,-0.21764,-0.07535,-0.146495,0.14229,0.07541,144.627,73.3216,12.0144,1882.554,379.031037467945,579.082258544659,0.886413149526448,1098.048,-6.7855,-118.8005,3.04902,2.33339,43.093,36.5379648760331,97.8531766528926,81.2306301652893,36.246581586144,92.4029821591353,80.0299518166428,35.8555572109654,85.3722809892729,76.1546483909416,34.8519614237794,76.469903093552,69.1465942974283,33.3328160883868,65.8393333747129,58.7932934020235,6.90669693108812,3.08379051081612,5.17307620768479,6.40720644058617,2.45840558288961,7.04335349634079,6.84402537285203,3.08379051081612,5.17307620768479,6.40720644058617,2.45840558288961,6.55693995413112,3.07102929596299,5.1618795026618,6.45,2.45697736888466,7.02566722810012,6,1.7,5.1618795026618,1.73241161390704,5.1618795026618,1.74040287545174,6.62287701833576,2.33938518450734,7.02566722810012,-0.323951,-0.363893,0.368877761594542,-0.046699,-0.32046,0.326686985173882,0.119915,0.380098,0.399209058275235,-1384.047724
picoplatin,-0.21766,-0.07535,-0.146505,0.14231,0.07541,144.629,73.3206,12.0145,1627.23,378.731029541881,578.565675074128,0.88658765330174,1098.077,-6.767,-118.8289,3.04892,2.33339,43.09,36.4798553719008,97.8047520661157,81.1402376033058,36.2286756088032,92.3948430785259,79.9860007813517,35.8499702026222,85.3573823003576,76.1295068533969,34.853126164741,76.4512672381662,69.1535827431979,33.3188504748309,65.8032555396934,58.7746725839489,6.907679478475,3.08346943164987,5.17340409287331,6.40726351637213,2.45762580080684,7.0433122732481,6.84466316770579,3.08346943164987,5.17340409287331,6.40726351637213,2.45762580080684,6.55685025900703,3.07102929596299,5.1618795026618,6.45,2.45697736888466,7.02566722810012,6,1.7,5.1618795026618,1.73241161390704,5.1618795026618,1.74040287545174,6.62287701833576,2.33938518450734,7.02566722810012,-0.323948,-0.363888,0.368869276011164,-0.04667,-0.320473,0.326695208749685,0.119949,0.38014,0.399238862944228,-1384.04772
satraplatin-conf_10,-0.2658,-0.10694,-0.18637,0.15886,0.10932,218.676,47.4268,7.6733,2221.572,523.78865031801,863.567232466303,0.837257045364259,845.2134,-223.1747,796.3611,2.35238,3.46345,43.003,35.6953770661157,99.2122933884298,35.3402634297521,36.1472848027087,99.2072535486392,35.919390545644,36.754134386174,96.248323897497,36.2159192491061,36.7388417815878,88.459164181886,35.4908218412225,36.0770591521321,76.6235025758798,34.2545465830799,10.31341807972,3.78858848706791,6.22322024984088,6.90545329848484,1.75,9.31979187000944,7.4837298329972,3.62731172524422,6.22322024984088,5.61345470624633,1.75,6.72643333070343,3.77648008681426,6.19939513178504,9.9,1.73695576537231,9.3048374515625,6.45,2.6770324881576,5.74282160614449,3.49399204570595,6.19939513178504,1.73695576537231,7.35832861457003,1.7,8.05062109405231,-0.254195,-0.290952,0.290994040731077,0.488468,0.868744,0.875578289193491,-0.2759,-0.310841,0.311346770498748,-1844.532111
satraplatin-conf_1,-0.26326,-0.10622,-0.18474,0.15704,0.10866,216.033,49.1939,6.5513,2061.728,506.24884977757,845.045158896844,0.853833821389784,826.2584,-223.4486,775.2027,2.36241,3.39862,43.733,35.391916322314,99.2284349173554,39.3950154958678,35.4359291574424,98.9223857273083,41.4035030602943,35.3787991656734,95.6123361144219,42.2629246126341,34.7145219903094,88.0509224748416,41.885832090943,33.5349295512383,76.781779529514,40.6488579231581,10.0357709328406,3.6341995913795,6.13645957732667,8.28259999172204,1.75,7.60944842041988,7.51992655005681,3.6341995913795,6.00417561057868,6.65334410388019,1.75,6.57910644815495,3.6,6.11248721880055,9.6,1.73241161390704,7.59111322534449,7.85,2.83120124584237,5.30094331227943,3.45664592305977,5.75782076831157,1.73241161390704,6.82825014187383,1.73241161390704,6.90507060065283,-0.270445,-0.306286,0.306613954545451,0.490361,0.868383,0.876652135017077,-0.236336,-0.275209,0.284897569668469,-1844.536468
satraplatin-conf_2,-0.26329,-0.10579,-0.18454,0.1575,0.10811,217.782,46.9835,6.3802,2296.696,518.828628907154,857.599587438096,0.841362660819535,825.2624,-224.3493,784.5722,2.36239,3.40432,43.67,35.3628615702479,99.2284349173554,39.375645661157,35.3789555931762,98.8751790597734,41.289555931762,35.3452771156138,95.4866284266985,42.3495232419547,34.6586144241521,87.8901882221394,42.3558050689527,33.4988517162187,76.4857861088697,41.5372261188008,10.3289974317046,3.63410274073697,6.12420939987373,9.72865882877014,1.75,6.92265098870857,7.51617385225585,3.63410274073697,6.00602497994399,6.97446193241769,1.75,6.58027556301567,3.62441975292892,6.09692545468616,9.9,1.73241161390704,6.90507060065283,9.3,2.82382648998161,5.32000939848794,3.46854008854976,5.78013840664737,1.73241161390704,6.81707415244986,1.73241161390704,6.90507060065283,-0.27131,-0.307128,0.307460815404175,0.490418,0.868683,0.876948552988144,-0.237068,-0.275856,0.285823759140139,-1844.537595
satraplatin-conf_3,-0.26007,-0.10988,-0.184975,0.15019,0.11391,216.164,42.4258,5.9581,2621.65,507.068532581799,846.164453611414,0.853206160271155,783.4234,-232.3144,802.7389,2.36528,3.34916,44.718,35.5856146694215,99.1315857438017,42.084194214876,35.7435864044797,99.0933064201068,44.5093762208621,35.716813170441,96.2492550655542,46.0108760429082,35.0249254565785,89.1824683190459,45.978731830041,33.8010520762212,78.2966606666253,45.2734156787288,9.12837396719758,3.63963231371262,6.12660034557689,9.68938590056794,1.75,6.93292762129147,7.65922426525215,3.63963231371262,5.99774143512845,6.53272151968317,1.75,6.57161332184214,3.62839576100274,6.11310068623117,8.7,1.73695576537231,6.91989884319128,9.25,2.96047632908504,5.21536192416212,3.48577291628739,5.75586657246326,1.73695576537231,6.79577074363166,1.73695576537231,6.91989884319128,-0.265878,-0.301521,0.301769514716116,0.492321,0.866754,0.874804525313513,-0.221181,-0.261523,0.278040078783617,-1844.534237
satraplatin-conf_4,-0.26504,-0.10602,-0.18553,0.15902,0.10823,217.756,52.2512,6.8553,2292.785,514.328535615198,855.608587385513,0.847410018445325,828.355,-227.9406,820.1552,2.35894,3.48112,42.494,35.4209710743802,99.2348915289256,36.0117510330579,35.4440682380518,99.0672613621565,37.4658158614403,35.6739794398093,95.7901892133492,38.5810861144219,35.3172754379426,88.0579109206113,38.6111628773761,34.5187294395134,76.4462168704612,37.7304326236733,10.0386594272351,3.63192854065442,6.2512924649767,8.09751292225324,1.75,8.1509844347017,7.46938112533109,3.63192854065442,6.03859607079941,6.64765390130843,1.75,6.55269303429519,3.6,6.23698645180507,9.6,1.73241161390704,8.13710636528736,7.65,2.61065264721896,5.46122696836526,3.51530828031652,6.12882533606563,1.73241161390704,6.69944027512747,1.73241161390704,6.91176533166455,-0.266914,-0.303006,0.303101561996965,0.491769,0.871748,0.879490998667979,-0.2619,-0.298433,0.300496065117332,-1844.536865
satraplatin-conf_5,-0.26505,-0.10602,-0.185535,0.15903,0.10823,217.759,52.2554,6.8555,2332.967,514.298537340376,855.515569490447,0.847398024203467,828.3591,-227.9591,820.1051,2.35896,3.48129,42.492,35.4145144628099,99.2155216942149,36.0117510330579,35.4326735251986,99.0737726266441,37.4869774710249,35.6777041120381,95.7594606674613,38.6015718116806,35.3283404770779,88.0450987700336,38.6257221393962,34.5140742349947,76.4512600086897,37.7319843585128,10.0383236286113,3.63203140668739,6.25119583565497,8.09687355537291,1.75,8.15170840839942,7.46983554557646,3.63203140668739,6.03859149971227,6.64761135263083,1.75,6.55277515058393,3.6,6.23698645180507,9.6,1.73241161390704,8.13710636528736,7.65,2.61065264721896,5.46122696836526,3.51530828031652,6.12882533606563,1.73241161390704,6.69944027512747,1.73241161390704,6.91176533166455,-0.266911,-0.303,0.303094949870498,0.491767,0.871729,0.879471822467895,-0.26191,-0.298438,0.300498494357293,-1844.536866
satraplatin-conf_6,-0.26533,-0.10502,-0.185175,0.16031,0.10695,216.76,39.3277,7.3738,2768.748,513.278833406566,850.792618734367,0.845953668785094,843.3832,-222.7143,812.5134,2.36009,3.46588,42.823,35.3402634297521,99.2381198347107,35.9665547520661,36.0219429613231,99.1600468811043,36.0626383643704,36.7820694278903,96.1365837306317,36.2922750297974,36.7807724562057,88.7288017144987,35.9602124487514,36.1224473961889,77.441266836323,35.2825709142822,10.0073191913783,3.77230539763858,6.21213509413129,7.4907111730834,1.75,8.52023016896359,7.39605389455481,3.63595920307826,6.21213509413129,5.81990982842659,1.75,6.7686694625563,3.7705246439123,6.1983868869247,9.55,1.73695576537231,8.50720283054307,7.05,2.63934083134129,5.73781317228088,3.52273396290783,6.1983868869247,1.7,7.44731495238385,1.7,7.85015923405379,-0.266434,-0.302285,0.302356140623934,0.490278,0.871702,0.878788184424438,-0.264737,-0.300893,0.301022859894394,-1844.53564
satraplatin-conf_7,-0.2653,-0.10495,-0.185125,0.16035,0.10686,218.04,44.5671,7.3116,2811.095,520.598514229847,862.139869335918,0.841459115982077,846.0892,-222.7478,815.1247,2.35892,3.46821,42.798,35.2724690082645,99.1477272727273,35.8923037190083,35.9210183617659,99.0998176845944,36.0707774449798,36.6396007151371,96.0695396305125,36.3360399284863,36.6101379053298,88.5179836004473,36.0801807677972,35.9498168952889,76.8279436409906,35.4210632487121,10.094119426164,3.65542366870996,6.22330096263216,8.06348711562151,1.75,8.68614993810265,7.37725773561692,3.63625416590709,6.22330096263216,5.82350514606282,1.75,6.76765448330057,3.64045776442096,6.20322496770833,9.65,1.73241161390704,8.66833317310774,7.65,2.6226404974121,5.73781317228088,3.51487345906722,6.20322496770833,1.73241161390704,6.60094690177099,1.73241161390704,8.06535802057169,-0.265354,-0.301333,0.301373235183551,0.48994,0.870799,0.877987804368033,-0.26647,-0.302518,0.30265213136702,-1844.536748
satraplatin-conf_8,-0.26654,-0.10881,-0.187675,0.15773,0.11165,215.956,46.6749,6.6403,2458.796,504.638500918681,845.741533611555,0.857028995696218,808.2992,-229.084,810.7613,2.35869,3.46543,42.815,35.5533316115703,99.1638688016529,36.0020661157025,36.3051829665321,99.2284151582237,37.3258236749577,37.023241954708,96.5900625744935,38.4833134684148,37.0579808050689,89.6483647036899,38.4929416697726,36.4463720439451,78.5689901309664,37.6454751412079,8.89378583640371,3.6582445910833,6.20314696409278,7.28868674936755,1.75,8.2303074522582,7.54201982667422,3.63891276129795,6.20314696409278,6.58194928877875,1.75,6.72741893457559,3.61874667529025,6.18970920156997,8.45,1.73241161390704,8.20792300158816,6.85,2.65283163050101,5.90444747626736,3.51897978594404,6.18970920156997,1.73241161390704,6.66802069582871,1.73241161390704,8,-0.259347,-0.295229,0.295320265775988,0.492301,0.868863,0.875793514199552,-0.259838,-0.2963,0.297858663115579,-1844.534657
satraplatin-conf_9,-0.26622,-0.10711,-0.186665,0.15911,0.1095,216.11,44.9606,7.4298,2924.747,509.158611785712,848.056012862845,0.850969620127158,841.7407,-222.7263,800.2433,2.3523,3.46117,43.065,35.7405733471074,99.2090650826446,35.5113636363636,36.2856491730694,99.2430655033207,36.0479880192733,36.9645783671037,96.4373510131109,36.3406957687723,36.944418561312,89.0840477077898,36.0184494968319,36.2752932778847,77.7488982682639,35.6324871206008,9.86349557176643,3.62856423864591,6.21865211219381,8.10498814924877,1.75,7.69449540446588,7.51231504793545,3.62856423864591,6.21865211219381,5.61116761444713,1.75,6.70508712491844,3.6,6.20181425068504,9.45,1.73241161390704,7.67870431778695,7.65,2.69132506345916,5.78662250367172,3.50878959056536,6.20181425068504,1.73241161390704,6.57343137181792,1.73241161390704,6.98355210476732,-0.25432,-0.290988,0.291052986519637,0.489309,0.869968,0.876787680274991,-0.274161,-0.309214,0.309772499547652,-1844.531124
satraplatin,-0.23755,-0.10428,-0.170915,0.13327,0.1096,219.686,50.6888,11.2318,2578.959,530.198441917654,874.142744885334,0.833874286923916,851.223,-218.3217,817.6913,2.34727,3.48956,42.236,37.2611053719008,99.1767820247934,36.8026859504132,39.0773538221123,99.3049225159526,38.6866779528584,40.5290896901073,96.9597362932062,39.8595798569726,40.8096114424152,89.5796449869549,39.6064340290719,39.9971292905468,77.6344578238471,38.2172894295823,10.1800650997544,3.78265244093253,6.24090079462593,6.75056002747444,1.75,9.39089699276634,7.41205219928042,3.65825145195934,6.24090079462593,5.6395551633863,1.75,6.76665459956092,3.77781481277109,6.21630919436928,9.75,1.74292229358542,9.37683315410912,6.3,2.81891190788012,5.75543221661067,3.5269000648383,6.21630919436928,1.74040287545174,7.54403738060728,1.74292229358542,8.20137183646736,-0.238369,-0.275216,0.277239672918578,0.484597,0.862855,0.869547439636274,-0.254282,-0.289867,0.292189798694273,-1844.514243
CHEMBL308885-conf_1,-0.22759,-0.0905,-0.159045,0.13709,0.09226,296.957,172.357,0.3516,3137.113,542.209125403433,1004.86125389596,0.894790509482029,-126.5142,1035.7627,1035.776,2.36524,2.36524,175.69,82.993285123967,37.4354338842975,37.4257489669421,82.1526240395885,39.8375439510353,39.8391717671572,79.6288364123957,40.6492103694875,40.6585220500596,74.9336097651882,39.9663389862095,39.9675037271711,67.0081776426044,38.2750915523555,38.2789708894544,4.51523997465437,1.92335904040226,9.0668363930449,4.51523820801066,1.92334977547099,9.06700889224511,4.51523997465437,1.92335904040226,6.66563951053782,4.51523820801066,1.92334977547099,6.66570667147686,1.9,9.05207158610669,4.1,1.9,9.05207158610669,4.1,1.39604326551993,8.96270048590267,1.68732845779025,9.05207158610669,1.39604326551993,8.96270048590267,1.68732845779025,9.05207158610669,0.128687,0.396244,0.43071519335287,-0.330908,-0.368945,0.382650792910455,-0.330913,-0.36895,0.382651695825329,-2223.212133
CHEMBL308885-conf_2,-0.23496,-0.09329,-0.164125,0.14167,0.09507,305.6,207,8.4453,3460.466,558.508767826877,1009.93201495525,0.8715966564088,-125.2146,1062.6886,1074.7973,2.33831,2.33418,95.386,78.9998708677686,37.5839359504132,36.7994576446281,78.0505274124235,36.9937491860919,34.8906107566089,75.0204856972587,35.8155169845054,32.9707985697259,69.482039694372,33.8380544166977,31.0484998136414,60.6476165352865,31.2662932158153,28.8766215629073,4.48831347896405,2.0552494714676,9.7876957169061,4.48417654831384,1.90175793370515,8.69042295649436,4.48831347896405,2.0552494714676,7.22962961130431,4.48417654831384,1.90175793370515,6.8541192998571,2.01525432638166,9.77445650662992,4.05,1.90855057350954,8.68346129144364,4.05,1.79925121525706,9.77445650662992,1.78194952404866,9.58018788959799,1.90855057350954,7.71297607930947,1.89477246293072,5.24690384893796,0.109698,0.353963,0.382795131075357,-0.297916,-0.339661,0.34320918480571,-0.309037,-0.350338,0.351743011889362,-2223.205419
CHEMBL308885-conf_3,-0.22598,-0.09074,-0.15836,0.13524,0.09272,312.727,198.427,9.1439,3684.801,607.488844513503,1071.00140328093,0.833308561415696,-116.0757,1049.7811,1035.5964,2.36379,2.35938,178.525,82.4928977272727,36.1053719008264,36.3571797520661,82.1428571428571,37.6709206927985,37.6920823023831,79.6204558998808,38.5866731227652,38.4553784266985,74.2126351099515,38.6239750279538,38.0829528512859,65.369545652039,37.6571131525045,36.8339178201229,5.68781203393114,1.80835632670674,9.24009717599926,6.62264738746591,1.80834286697692,9.27059147815933,4.51378756319075,1.80835632670674,6.71757732252135,4.5093775078533,1.80834286697692,6.74324501506812,1.7970692638379,9.22523712432369,5.25,1.7970692638379,9.25216190952147,6.2,1.62252502473369,9.18708332388468,1.69083105464544,8.9035105436002,1.63525210453422,9.25216190952147,1.70366341630306,9.25216190952147,0.123934,0.389005,0.419681484838204,-0.344979,-0.382425,0.392162743549155,-0.33368,-0.371695,0.379274730945788,-2223.205826
CHEMBL308885-conf_4,-0.23445,-0.09676,-0.165605,0.13769,0.09959,320.682,187.046,8.3963,3317.187,609.478747100723,1062.79211981284,0.826338096613444,-126.6725,1069.3449,1093.6057,2.33845,2.33419,95.051,78.5382231404959,38.4071539256198,35.8051394628099,76.7922255502019,38.1804271389504,34.5178408646959,73.7261620977354,37.0251042908224,32.967073897497,68.4867685426761,34.9259224748416,30.7229547148714,60.2065359071442,32.054574514307,27.8152349326547,4.48845202313278,2.49715048871221,9.67317467019856,4.4841874724887,2.56673590407198,8.43585296739099,4.48845202313278,2.45939534490887,7.09757302281759,4.4841874724887,2.33768590837501,6.43153662158276,2.51310678465276,9.66048653019091,4.05,2.57970341372293,8.41263930048115,4.05,1.76255755051942,9.66048653019091,1.70830089935573,9.64805679916946,2.25985536773099,5.87132864009502,1.88419288623848,5.1198144497628,0.105033,0.348012,0.368177471871922,-0.294828,-0.336458,0.341163645451856,-0.31907,-0.359404,0.361091290504216,-2223.199382
CHEMBL308885-conf_5,-0.23585,-0.09444,-0.165145,0.14141,0.09643,311.221,215.521,6.6603,3421.295,581.288234815464,1036.3371923763,0.851974601073633,-128.4711,1067.9252,1079.5469,2.34032,2.33332,95.229,78.9546745867769,38.1553460743802,36.8059142561983,77.6745018882667,37.8027737986717,34.8857273082433,74.7765196662694,36.6330825387366,33.0043206197855,69.5163995527395,34.5631056653,31.094507081625,60.8532214015269,31.7787536465769,28.9297684811619,4.4903223838521,2.10216934005236,9.75752296014293,4.48332497442359,1.92753017189893,8.75256068520179,4.4903223838521,2.10216934005236,7.20907519246472,4.48332497442359,1.92753017189893,6.68183389920316,2.07978352659773,9.73717104707522,4.05,1.90712764109716,8.72424781858012,4.05,1.77044443535047,9.73717104707522,1.72228192710374,9.73717104707522,1.90712764109716,6.44457135890356,1.89972433986366,5.55810219409467,0.109094,0.353924,0.379687956365487,-0.29796,-0.339589,0.344280804098921,-0.310352,-0.351633,0.352978671626205,-2223.19873
CHEMBL308885-conf_6,-0.23584,-0.09444,-0.16514,0.1414,0.09643,311.223,215.53,6.6585,3056.612,581.71823868038,1036.97058818771,0.851691676683472,-128.4792,1067.9556,1079.5607,2.34028,2.33329,95.223,78.880423553719,38.152117768595,36.7574896694215,77.6289230368538,37.8190519598906,34.8580544341711,74.7700014898689,36.6247020262217,32.9940777711561,69.5024226612001,34.5613585538576,31.0939247111442,60.8334367823226,31.7671156352802,28.9320960834213,4.49028270536784,2.10212792096717,9.75756320785871,4.48329120785344,1.92711923913698,8.75295682003891,4.49028270536784,2.10212792096717,7.20906403899981,4.48329120785344,1.92711923913698,6.68211540978731,2.07978352659773,9.73717104707522,4.05,1.90712764109716,8.72424781858012,4.05,1.77044443535047,9.73717104707522,1.72228192710374,9.73717104707522,1.90712764109716,6.45329373266087,1.89972433986366,5.60022320983727,0.109085,0.353901,0.379666713036579,-0.297958,-0.33959,0.344278424835191,-0.310332,-0.351617,0.352962244172093,-2223.198729
CHEMBL308885-conf_7,-0.22811,-0.08784,-0.157975,0.14027,0.08896,316.442,103.566,8.9939,3549.546,673.338305096103,1120.04428935749,0.774594246975507,-111.3478,1046.5821,1049.9049,2.35632,2.36697,177.344,80.4074121900826,35.9600981404959,36.954416322314,78.9018752441724,38.3920432347962,39.4273342883188,76.2570768772348,39.5373957091776,40.2218042312277,71.346207603429,38.9553438315319,39.2552646291465,63.1532803674508,36.9568928061573,36.8730991248216,5.54391109790492,1.85906717572166,9.65676974258132,4.51697435655529,1.85872486042291,9.68889641068762,4.50631561802141,1.85906717572166,7.07620422239497,4.51697435655529,1.85872486042291,7.07375236033115,1.85,9.63807553404724,5.1,1.85,9.66760052960403,4.1,1.55,9.63807553404724,1.7,9.4744392973938,1.6,9.66760052960403,1.7,9.66760052960403,0.115,0.378936,0.389616326616326,-0.327172,-0.36547,0.372379638445767,-0.336504,-0.374546,0.384641376448244,-2223.206108
CHEMBL308885,-0.23496,-0.09328,-0.16412,0.14168,0.09506,305.6,206.999,8.4443,3598.778,558.938775814816,1010.56970868872,0.871292687833931,-125.1654,1062.6792,1074.7497,2.33826,2.33415,95.388,78.9675878099173,37.577479338843,36.7994576446281,78.0212267222295,36.9579372314103,34.8727047792681,75.0316597139452,35.8071364719905,32.9773167461263,69.484951546776,33.8333954528513,31.0362700335445,60.6476165352865,31.2674570169449,28.8746818943579,4.48826458324597,2.05595708139862,9.78652138875226,4.48414628900632,1.90234725793189,8.69194085057668,4.48826458324597,2.05595708139862,7.22878217618102,4.48414628900632,1.90234725793189,6.854703311968,2.01525432638166,9.77445650662992,4.05,1.90855057350954,8.68346129144364,4.05,1.79925121525706,9.77445650662992,1.78194952404866,9.56830706029024,1.90855057350954,7.72479773197979,1.89477246293072,5.24690384893796,0.1097,0.353995,0.382814017013484,-0.297927,-0.339676,0.343221856183431,-0.309007,-0.350314,0.351721479762041,-2223.205424
CHEMBL308922-conf_1,-0.234,-0.0855,-0.15975,0.1485,0.08593,313.988,208.401,8.0033,2731.702,561.929328797065,1022.12433902345,0.873249296821985,-124.3066,1066.2794,1059.8457,2.33675,2.33871,95.454,79.3646694214876,37.0480371900826,37.6614152892562,78.5551504102097,35.0550201849199,37.0344445891392,75.3910905840286,33.3218489272944,35.8872169249106,69.6870341036153,31.4194698099143,33.8811498322773,60.7806777977779,29.2606759356961,31.3954751412079,4.48675018878878,1.88408853831638,9.29070701826793,4.48870984353921,2.00679087803771,9.74447759126709,4.48675018878878,1.88408853831638,6.98654725915106,4.48870984353921,2.00679087803771,7.17360297594196,1.88493143858595,9.27200086281273,4.05,1.99312763454167,9.73242004847715,4.05,1.88493143858595,8.55467708332699,1.86468171177311,6.45329373266087,1.78732985589785,9.73242004847715,1.7602722012246,9.41235889668472,0.109933,0.354677,0.384444966410018,-0.308034,-0.349466,0.350985974622919,-0.300735,-0.342355,0.345772530328828,-2183.474936
