molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,IC50_uM,pchembl_value,standard_units
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,7.2,5.14,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,41M,In vitro antitumor activity against 41M cell line.,=,1.7,5.77,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,1.5,5.82,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,1.1,5.96,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,3.3,5.48,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,1.2,5.92,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5.7,5.24,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,0.28,6.55,nM
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,0.4,6.40,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,16.0,4.80,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,40.0,4.40,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,27.0,4.57,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,41M,In vitro antitumor activity against 41M cell line.,=,14.4,4.84,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,10.2,4.99,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,14.3,4.84,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,3.2,5.50,nM
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,9.5,5.02,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,7.0,5.16,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,41M,In vitro antitumor activity against 41M cell line.,=,1.1,5.96,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5.2,5.28,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,0.95,6.02,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,1.9,5.72,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,1.1,5.96,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,1.3,5.89,nM
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,10.2,4.99,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,87.0,4.06,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,7.4,5.13,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,1.8,5.75,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,3.2,5.50,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,1.6,5.80,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,4.9,5.31,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,0.25,6.60,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,14.0,4.85,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,0.41,6.39,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,1.9,5.72,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,0.056,7.25,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,0.19,6.72,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,0.066,7.18,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,11.0,4.96,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,15.3,4.82,nM
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,1.2,5.92,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,0.67,6.17,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,1.3,5.89,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,2.4,5.62,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,0.98,6.01,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,0.22,6.66,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,17.7,4.75,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,0.34,6.47,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,0.066,7.18,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,0.28,6.55,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,24.0,4.62,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,31.0,4.51,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,2.5,5.60,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,0.97,6.01,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,0.3,6.52,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,0.89,6.05,nM
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,12.5,4.90,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,SANGER: Inhibition of human A2780 cell growth in a cell viability assay.,=,6.38863,5.20,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BHY,SANGER: Inhibition of human BHY cell growth in a cell viability assay.,=,49.2588,4.31,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CHP-212,SANGER: Inhibition of human CHP-212 cell growth in a cell viability assay.,=,25.54751,4.59,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,D-263MG,SANGER: Inhibition of human D-263MG cell growth in a cell viability assay.,=,6.6606499999999995,5.18,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,D283 Med,SANGER: Inhibition of human D-283MED cell growth in a cell viability assay.,=,5.847569999999999,5.23,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CHL-1,SANGER: Inhibition of human CHL-1 cell growth in a cell viability assay.,=,99.21239999999999,4.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,D-336MG,SANGER: Inhibition of human D-336MG cell growth in a cell viability assay.,=,33.93293,4.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,D-392MG,SANGER: Inhibition of human D-392MG cell growth in a cell viability assay.,=,11.90789,4.92,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2058,SANGER: Inhibition of human A2058 cell growth in a cell viability assay.,=,17.492919999999998,4.76,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM212,Cytotoxicity against normal murine keratinocytes Pam212 (obtained by MTT assay).,=,114.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BHT-101,SANGER: Inhibition of human BHT-101 cell growth in a cell viability assay.,=,5.822970000000001,5.24,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-27,SANGER: Inhibition of human CAL-27 cell growth in a cell viability assay.,=,6.6864,5.17,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CP50-MEL-B,SANGER: Inhibition of human CP50-MEL-B cell growth in a cell viability assay.,=,216.95609,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CP66-MEL,SANGER: Inhibition of human CP66-MEL cell growth in a cell viability assay.,=,32.03452,4.49,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CWR22R,SANGER: Inhibition of human 22RV1 cell growth in a cell viability assay.,=,25.29157,4.60,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ATN-1,SANGER: Inhibition of human ATN-1 cell growth in a cell viability assay.,=,18.624779999999998,4.73,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-33,SANGER: Inhibition of human CAL-33 cell growth in a cell viability assay.,=,41.28668,4.38,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-39,SANGER: Inhibition of human CAL-39 cell growth in a cell viability assay.,=,286.88975,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CTB-1,SANGER: Inhibition of human CTB-1 cell growth in a cell viability assay.,=,2.29643,5.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,23132-87,SANGER: Inhibition of human 23132-87 cell growth in a cell viability assay.,=,60.321400000000004,4.22,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,5637,SANGER: Inhibition of human 5637 cell growth in a cell viability assay.,=,4.518479999999999,5.34,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,AU565,SANGER: Inhibition of human AU565 cell growth in a cell viability assay.,=,52.54947,4.28,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ASPC1,SANGER: Inhibition of human AsPC-1 cell growth in a cell viability assay.,=,20.95307,4.68,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BALL-1,SANGER: Inhibition of human BALL-1 cell growth in a cell viability assay.,=,75.88105,4.12,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-51,SANGER: Inhibition of human CAL-51 cell growth in a cell viability assay.,=,16.42373,4.79,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-54,SANGER: Inhibition of human CAL-54 cell growth in a cell viability assay.,=,12.190370000000001,4.91,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-12T,SANGER: Inhibition of human CAL-12T cell growth in a cell viability assay.,=,624.83024,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-62,SANGER: Inhibition of human CAL-62 cell growth in a cell viability assay.,=,301.41468,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,AN3-CA,SANGER: Inhibition of human AN3-CA cell growth in a cell viability assay.,=,9.941709999999999,5.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DMS-273,SANGER: Inhibition of human DMS-273 cell growth in a cell viability assay.,=,9.69992,5.01,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DMS-114,SANGER: Inhibition of human DMS-114 cell growth in a cell viability assay.,=,19.550150000000002,4.71,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ACHN,SANGER: Inhibition of human ACHN cell growth in a cell viability assay.,=,8.04814,5.09,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ACN,SANGER: Inhibition of human ACN cell growth in a cell viability assay.,=,34.306059999999995,4.46,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,C3A,SANGER: Inhibition of human C3A cell growth in a cell viability assay.,=,407.24215999999996,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,C8166,SANGER: Inhibition of human C8166 cell growth in a cell viability assay.,=,208.12191,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COLO-829,SANGER: Inhibition of human COLO-829 cell growth in a cell viability assay.,=,7.2672799999999995,5.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COR-L105,SANGER: Inhibition of human COR-L105 cell growth in a cell viability assay.,=,22.725740000000002,4.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DMS-79,SANGER: Inhibition of human DMS-79 cell growth in a cell viability assay.,=,24.351290000000002,4.61,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DOHH-2,SANGER: Inhibition of human DOHH-2 cell growth in a cell viability assay.,=,4.23055,5.37,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,AGS,SANGER: Inhibition of human AGS cell growth in a cell viability assay.,=,24.55644,4.61,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ALL-PO,SANGER: Inhibition of human ALL-PO cell growth in a cell viability assay.,=,31.07983,4.51,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAKI-1,SANGER: Inhibition of human CAKI-1 cell growth in a cell viability assay.,=,7.27079,5.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-120,SANGER: Inhibition of human CAL-120 cell growth in a cell viability assay.,=,263.59083000000004,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COR-L23,SANGER: Inhibition of human COR-L23 cell growth in a cell viability assay.,=,5.6333,5.25,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COR-L88,SANGER: Inhibition of human COR-L88 cell growth in a cell viability assay.,=,318.88036,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,AM-38,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,=,224.51152,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CGTH-W-1,SANGER: Inhibition of human CGTH-W-1 cell growth in a cell viability assay.,=,4.5477799999999995,5.34,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CTV-1,SANGER: Inhibition of human CTV-1 cell growth in a cell viability assay.,=,34.001580000000004,4.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,639-V,SANGER: Inhibition of human 639-V cell growth in a cell viability assay.,=,5.88871,5.23,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,SANGER: Inhibition of human CCRF-CEM cell growth in a cell viability assay.,=,95.97023,4.02,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Calu-6,SANGER: Inhibition of human Calu-6 cell growth in a cell viability assay.,=,75.79642,4.12,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Capan-2,SANGER: Inhibition of human Capan-2 cell growth in a cell viability assay.,=,243.16519,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,8505C,SANGER: Inhibition of human 8505C cell growth in a cell viability assay.,=,34.61738,4.46,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A101D,SANGER: Inhibition of human A101D cell growth in a cell viability assay.,=,21.67635,4.66,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A3-KAW,SANGER: Inhibition of human A3-KAW cell growth in a cell viability assay.,=,163.78392000000002,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BE-13,SANGER: Inhibition of human BE-13 cell growth in a cell viability assay.,=,51.14481,4.29,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BEN,SANGER: Inhibition of human BEN cell growth in a cell viability assay.,=,10.18859,4.99,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BFTC-905,SANGER: Inhibition of human BFTC-905 cell growth in a cell viability assay.,=,2.57548,5.59,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CFPAC-1,SANGER: Inhibition of human CFPAC-1 cell growth in a cell viability assay.,=,35.215379999999996,4.45,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ChaGo-K-1,SANGER: Inhibition of human ChaGo-K-1 cell growth in a cell viability assay.,=,15.16175,4.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,D-247MG,SANGER: Inhibition of human D-247MG cell growth in a cell viability assay.,=,10.84555,4.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A 172,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,=,78.93423,4.10,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A204,SANGER: Inhibition of human A204 cell growth in a cell viability assay.,=,64.44834,4.19,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BFTC-909,SANGER: Inhibition of human BFTC-909 cell growth in a cell viability assay.,=,14.90289,4.83,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAS-1,SANGER: Inhibition of human CAS-1 cell growth in a cell viability assay.,=,116.22849000000001,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CW-2,SANGER: Inhibition of human CW-2 cell growth in a cell viability assay.,=,24.543380000000003,4.61,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BCPAP,SANGER: Inhibition of human BCPAP cell growth in a cell viability assay.,=,228.25194,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,8-MG-BA,SANGER: Inhibition of human 8-MG-BA cell growth in a cell viability assay.,=,5.384060000000001,5.27,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,647-V,SANGER: Inhibition of human 647-V cell growth in a cell viability assay.,=,113.78708,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BB30-HNC,SANGER: Inhibition of human BB30-HNC cell growth in a cell viability assay.,=,24.524169999999998,4.61,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BB49-HNC,SANGER: Inhibition of human BB49-HNC cell growth in a cell viability assay.,=,48.19436,4.32,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-72,SANGER: Inhibition of human CAL-72 cell growth in a cell viability assay.,=,23.42493,4.63,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-85-1,SANGER: Inhibition of human CAL-85-1 cell growth in a cell viability assay.,=,731.7288299999999,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Ca-Ski,SANGER: Inhibition of human Ca-Ski cell growth in a cell viability assay.,=,10.29537,4.99,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Ca9-22,SANGER: Inhibition of human Ca9-22 cell growth in a cell viability assay.,=,10.3919,4.98,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,697,SANGER: Inhibition of human 697 cell growth in a cell viability assay.,=,1.88752,5.72,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,769-P,SANGER: Inhibition of human 769-P cell growth in a cell viability assay.,=,16.15483,4.79,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,786-0,SANGER: Inhibition of human 786-0 cell growth in a cell viability assay.,=,4.4650799999999995,5.35,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BB65-RCC,SANGER: Inhibition of human BB65-RCC cell growth in a cell viability assay.,=,2.82462,5.55,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAMA-1,SANGER: Inhibition of human CAMA-1 cell growth in a cell viability assay.,=,117.49785,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAPAN-1,SANGER: Inhibition of human CAPAN-1 cell growth in a cell viability assay.,=,24.32029,4.61,nM
